Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"How do you keep parents of floated elements from collapsing?","<p>Although elements like <code>&lt;div&gt;</code>s normally grow to fit their contents, using the <code>float</code> property can cause a startling problem for CSS newbies: <strong>If floated elements have non-floated parent elements, the parent will collapse.</strong></p>
<p>For example:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div&gt;
  &lt;div style=""float: left;""&gt;Div 1&lt;/div&gt;
  &lt;div style=""float: left;""&gt;Div 2&lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
<p>The parent div in this example will <strong>not expand</strong> to contain its floated children - it will appear to have <code>height: 0</code>.</p>
<h1>How do you solve this problem?</h1>
<p><em>I would like to create an exhaustive list of solutions here. If you're aware of cross-browser compatibility issues, please point them out.</em></p>
<h2>Solution 1</h2>
<p>Float the parent.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div style=""float: left;""&gt;
  &lt;div style=""float: left;""&gt;Div 1&lt;/div&gt;
  &lt;div style=""float: left;""&gt;Div 2&lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
<p><strong>Pros</strong>: Semantic code.<br />
<strong>Cons</strong>: You may not always want the parent floated. Even if you do, do you float the parents' parent, and so on? Must you float every ancestor element?</p>
<h2>Solution 2</h2>
<p>Give the parent an explicit height.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div style=""height: 300px;""&gt;
  &lt;div style=""float: left;""&gt;Div 1&lt;/div&gt;
  &lt;div style=""float: left;""&gt;Div 2&lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
<p><strong>Pros</strong>: Semantic code.<br />
<strong>Cons</strong>: Not flexible - if the content changes or the browser is resized, the layout will break.</p>
<h2>Solution 3</h2>
<p>Append a &quot;spacer&quot; element inside the parent element, like this:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div&gt;
  &lt;div style=""float: left;""&gt;Div 1&lt;/div&gt;
  &lt;div style=""float: left;""&gt;Div 2&lt;/div&gt;
  &lt;div class=""spacer"" style=""clear: both;""&gt;&lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
<p><strong>Pros</strong>: Straightforward to code.<br />
<strong>Cons</strong>: Not semantic; the spacer div exists only as a layout hack.</p>
<h2>Solution 4</h2>
<p>Set parent to <code>overflow: auto</code>.</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div style=""overflow: auto;""&gt;
  &lt;div style=""float: left;""&gt;Div 1&lt;/div&gt;
  &lt;div style=""float: left;""&gt;Div 2&lt;/div&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
<p><strong>Pros</strong>: Doesn't require extra div.<br />
<strong>Cons</strong>: Seems like a hack - that's not the <code>overflow</code> property's stated purpose.</p>
<h1>Comments? Other suggestions?</h1>
","<html><css><layout><css-float><clearfix>","218760","1073","325594","","15"
"What is the difference between a 'closure' and a 'lambda'?","<p>Could someone explain? I understand the basic concepts behind them but I often see them used interchangeably and I get confused. </p>

<p>And now that we're here, how do they differ from a regular function?</p>
","<function><lambda><functional-programming><closures><terminology>","220658","1001","192587","","18"
"SQL Update from One Table to Another Based on a ID Match","<p>I have a database with <code>account numbers</code> and <code>card numbers</code>. I match these to a file to <code>update</code> any card numbers to the account number so that I am only working with account numbers.</p>
<p>I created a view linking the table to the account/card database to return the <code>Table ID</code> and the related account number, and now I need to update those records where the ID matches the Account Number.</p>
<p>This is the <code>Sales_Import</code> table, where the <code>account number</code> field needs to be updated:</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>LeadID</th>
<th>AccountNumber</th>
</tr>
</thead>
<tbody>
<tr>
<td>147</td>
<td>5807811235</td>
</tr>
<tr>
<td>150</td>
<td>5807811326</td>
</tr>
<tr>
<td>185</td>
<td>7006100100007267039</td>
</tr>
</tbody>
</table>
</div>
<p>And this is the <code>RetrieveAccountNumber</code> table, where I need to update from:</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th>LeadID</th>
<th>AccountNumber</th>
</tr>
</thead>
<tbody>
<tr>
<td>147</td>
<td>7006100100007266957</td>
</tr>
<tr>
<td>150</td>
<td>7006100100007267039</td>
</tr>
</tbody>
</table>
</div>
<p>I tried the below, but no luck so far:</p>
<pre><code>UPDATE [Sales_Lead].[dbo].[Sales_Import] 
SET    [AccountNumber] = (SELECT RetrieveAccountNumber.AccountNumber 
                          FROM   RetrieveAccountNumber 
                          WHERE  [Sales_Lead].[dbo].[Sales_Import]. LeadID = 
                                                RetrieveAccountNumber.LeadID) 
</code></pre>
<p>It updates the card numbers to account numbers, but the account numbers get replaced by <code>NULL</code></p>
","<sql><sql-server><select><join><sql-update>","224732","1231","2734243","","29"
"How to check if a string contains a substring in Bash","<p>I have a string in Bash:</p>
<pre class=""lang-sh prettyprint-override""><code>string=&quot;My string&quot;
</code></pre>
<p>How can I test if it contains another string?</p>
<pre class=""lang-sh prettyprint-override""><code>if [ $string ?? 'foo' ]; then
  echo &quot;It's there!&quot;
fi
</code></pre>
<p>Where <code>??</code> is my unknown operator. Do I use <code>echo</code> and <code>grep</code>?</p>
<pre class=""lang-sh prettyprint-override""><code>if echo &quot;$string&quot; | grep 'foo'; then
  echo &quot;It's there!&quot;
fi
</code></pre>
<p>That looks a bit clumsy.</p>
","<string><bash><shell><substring><sh>","229551","3637","3340942","","30"
"Tab key == 4 spaces and auto-indent after curly braces in Vim","<p>How do I make <a href=""http://en.wikipedia.org/wiki/Vi"" rel=""noreferrer"">vi</a>-<a href=""http://en.wikipedia.org/wiki/Vim_%28text_editor%29"" rel=""noreferrer"">Vim</a> never use tabs (converting spaces to tabs, bad!), makes the tab key == 4 spaces, and automatically indent code after curly brace blocks like <a href=""http://en.wikipedia.org/wiki/Emacs"" rel=""noreferrer"">Emacs</a> does?</p>

<p>Also, how do I save these settings so I never have to input them again?</p>

<p>I've seen other questions related to this, but it always seems to be a little off from what I want.</p>
","<vim><whitespace><indentation><vi><auto-indent>","234564","1447","1099120","","12"
"How do I check if an array includes a value in JavaScript?","<p>What is the most concise and efficient way to find out if a JavaScript array contains a value?</p>
<p>This is the only way I know to do it:</p>
<pre><code>function contains(a, obj) {
    for (var i = 0; i &lt; a.length; i++) {
        if (a[i] === obj) {
            return true;
        }
    }
    return false;
}
</code></pre>
<p>Is there a better and more concise way to accomplish this?</p>
<p>This is very closely related to Stack Overflow question <em><a href=""https://stackoverflow.com/questions/143847/best-way-to-find-an-item-in-a-javascript-array"">Best way to find an item in a JavaScript Array?</a></em> which addresses finding objects in an array using <code>indexOf</code>.</p>
","<javascript><arrays><algorithm><time-complexity><javascript-objects>","237104","4993","3698753","","63"
"What are the correct version numbers for C#?","<p>What are the correct version numbers for C#? What came out when? Why can't I find any answers about <strong><em>C# 3.5</em></strong>?</p>

<p>This question is primarily to aid those who are searching for an answer using an incorrect version number, e.g. <strong><em>C# 3.5</em></strong>. The hope is that anyone failing to find an answer with the wrong version number will find <em>this</em> question and then search again with the right version number.</p>
","<c#><.net><visual-studio><.net-core><.net-framework-version>","247621","2919","438642","","13"
"How can I convert a Unix timestamp to DateTime and vice versa?","<p>There is this example code, but then it starts talking about millisecond / nanosecond problems.</p>

<p>The same question is on MSDN, <em><a href=""https://learn.microsoft.com/archive/blogs/brada/seconds-since-the-unix-epoch-in-c"" rel=""noreferrer"">Seconds since the Unix epoch in C#</a></em>.</p>

<p>This is what I've got so far:</p>

<pre><code>public Double CreatedEpoch
{
  get
  {
    DateTime epoch = new DateTime(1970, 1, 1, 0, 0, 0, 0).ToLocalTime();
    TimeSpan span = (this.Created.ToLocalTime() - epoch);
    return span.TotalSeconds;
  }
  set
  {
    DateTime epoch = new DateTime(1970, 1, 1, 0, 0, 0, 0).ToLocalTime();
    this.Created = epoch.AddSeconds(value);
  }
}
</code></pre>
","<c#><datetime><unix><epoch><data-conversion>","249760","1012","953381","","25"
"What is the difference between Python's list methods append and extend?","<p>What's the difference between the list methods <code>append()</code> and <code>extend()</code>?</p>
","<python><list><data-structures><append><extend>","252703","3110","3312028","","20"
"jQuery document.createElement equivalent?","<p>I'm refactoring some old JavaScript code and there's a lot of DOM manipulation going on.</p>

<pre><code>var d = document;
var odv = d.createElement(""div"");
odv.style.display = ""none"";
this.OuterDiv = odv;

var t = d.createElement(""table"");
t.cellSpacing = 0;
t.className = ""text"";
odv.appendChild(t);
</code></pre>

<p>I would like to know if there is a better way to do this using jQuery. I've been experimenting with:</p>

<pre><code>var odv = $.create(""div"");
$.append(odv);
// And many more
</code></pre>

<p>But I'm not sure if this is any better.</p>
","<javascript><jquery><html><dom><dhtml>","268490","1367","1058355","","15"
"How do I create a directory, and any missing parent directories?","<p>How do I create a directory at a given path, and also create any missing parent directories along that path? For example, the Bash command <code>mkdir -p /path/to/nested/directory</code> does this.</p>
","<python><exception><path><directory><operating-system>","273192","5794","3971393","","27"
"How to align checkboxes and their labels consistently cross-browsers","<p>This is one of the minor CSS problems that plague me constantly.</p>
<p>How do folks around Stack Overflow vertically align <em><strong><code>checkboxes</code></strong></em> and their <em><strong><code>labels</code></strong></em> consistently <strong>cross-browser</strong>?</p>
<p>Whenever I align them correctly in Safari (usually using <code>vertical-align: baseline</code> on the <code>input</code>), they're completely off in Firefox and IE.</p>
<p>Fix it in Firefox, and Safari and IE are inevitably messed up. I waste time on this every time I code a form.</p>
<p>Here's the standard code that I work with:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;form&gt;
    &lt;div&gt;
        &lt;label&gt;&lt;input type=""checkbox"" /&gt; Label text&lt;/label&gt;
    &lt;/div&gt;
&lt;/form&gt;</code></pre>
</div>
</div>
</p>
<p>I usually use Eric Meyer's reset, so form elements are relatively clean of overrides. Looking forward to any tips or tricks that you have to offer!</p>
","<html><css><cross-browser><alignment><forms>","306252","1901","1262402","","40"
"How do I read / convert an InputStream into a String in Java?","<p>If you have a <code>java.io.InputStream</code> object, how should you process that object and produce a <code>String</code>?</p>
<hr />
<p>Suppose I have an <code>InputStream</code> that contains text data, and I want to convert it to a <code>String</code>, so for example I can write that to a log file.</p>
<p>What is the easiest way to take the <code>InputStream</code> and convert it to a <code>String</code>?</p>
<pre><code>public String convertStreamToString(InputStream is) {
// ???
}
</code></pre>
","<java><string><io><stream><inputstream>","309424","4765","2759056","","67"
